2024-06-23 22:06:583 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:791 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:536 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:552 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:270 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:360 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:918 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:524 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:539 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:638 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:351 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:84 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:217 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:798 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:41 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:523 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:866 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:355 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:532 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:766 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:177 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:381 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:636 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:520 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:214 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:506 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:601 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:668 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:179 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:481 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:649 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:614 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:262 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:329 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:381 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:995 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:861 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:733 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:914 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:347 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:720 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:926 INFO  ManageBrowser :51 - Close Browser
2024-06-23 22:06:352 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 22:06:101 INFO  ManageBrowser :51 - Close Browser
2024-06-23 23:06:328 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 23:06:360 INFO  ManageBrowser :51 - Close Browser
2024-06-23 23:06:434 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 23:06:21 INFO  ManageBrowser :51 - Close Browser
2024-06-23 23:06:987 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 23:06:919 INFO  ManageBrowser :51 - Close Browser
2024-06-23 23:06:532 INFO  ManageBrowser :30 - Chrome Browser Launch ...
2024-06-23 23:06:363 INFO  ManageBrowser :51 - Close Browser
2024-06-23 23:06:346 INFO  ManageBrowser :30 - Chrome Browser Launch ...
